TH_T_U_UID,TERM,CLA_GR_UID,BROAD_TERM_U_UID,TOP_TERM_U_UID
134424,CONDUIT HOUSE,1,144764,134417
134425,CULVERT,1,134430,134417
134426,DAM,1,144764,134417
134427,DEWPOND,1,134441,134417
134428,FLOOD DEFENCES,1,144764,134417
134429,WATER CHANNEL,1,134476,134417
134430,DRAIN,1,134476,134417
134431,DRAINAGE DITCH,1,134430,134417
134432,DRAINAGE LEVEL,1,134430,134417
134433,DRAINAGE MILL,1,144764,134417
134434,DRAINAGE SYSTEM,1,144764,134417
134435,TROUGH,1,144724,134417
134436,CATTLE TROUGH,1,134435,134417
134437,DOG TROUGH,1,134435,134417
134438,HORSE TROUGH,1,134435,134417
134439,DUCKING POND,1,134441,134417
134440,FILTER BED,1,144725,134417
134441,POND,1,134417,134417
134442,FLOOD RELIEF CANAL,1,134428,134417
134445,GULLY,1,134429,134417
134446,HAND PUMP,1,134457,134417
134447,WATER PUMP,1,134457,134417
134449,MILL DAM,1,134426,134417
134450,MILL RACE,1,134476,134417
134453,ORNAMENTAL POND,1,134441,134417
134454,OUTFALL SEWER,1,134469,134417
134455,POND BAY,1,134417,134417
134456,PUBLIC CONVENIENCE,1,144725,134417
134457,PUMP,1,144723,134417
134458,PUMP HOUSE,1,144723,134417
134459,PUMP ROOM,1,134458,134417
134460,PUMPING STATION,1,144764,134417
134461,PURIFIER,1,135797,132062
134462,RAINWATER HEAD,1,134417,134417
134463,RESERVOIR,1,144724,134417
134464,RESERVOIR INSPECTION CHAMBER,1,144724,134417
134465,WEIR,1,134426,134417
134466,SCREENS HOUSE,1,144725,134417
134467,SEPTIC TANK,1,144725,134417
134468,SEWAGE WORKS,1,144725,134417
134469,SEWER,1,134476,134417
134470,SPA,1,134417,134417
134471,WATER PIPE,1,134476,134417
134472,WATERWORKS,1,144723,134417
134473,WATER TANK,1,144724,134417
134474,WATER TOWER,1,144724,134417
134475,WATER TUNNEL,1,134476,134417
134476,WATERCOURSE,1,134417,134417
134477,WELL,1,144724,134417
134478,WELL COVER,1,144724,134417
134479,WELL HEAD,1,144724,134417
134480,WELL HOUSE,1,144724,134417
134482,HEALTH AND WELFARE,1,,134482
134483,ACCIDENT HOSPITAL,1,134530,134482
134484,ADMISSION HOSPITAL,1,134530,134482
134485,EXERCISE YARD,1,134482,134482
134486,ALMSHOUSE,1,134482,134482
134487,AMBULANCE GARAGE,1,134482,134482
134488,AMBULANCE STATION,1,134482,134482
134489,ANTENATAL BLOCK,1,135138,134482
134490,MILITARY HOSPITAL,1,134530,134482
134492,PSYCHIATRIC HOSPITAL,1,135140,134482
134493,CANCER HOSPITAL,1,135140,134482
134494,CASUAL WARD BLOCK,1,135138,134482
134495,CASUALTY DEPARTMENT,1,135139,134482
134496,CHEST HOSPITAL,1,135140,134482
134497,CHILDRENS HOME,1,134482,134482
134498,CHILDRENS HOSPITAL,1,135140,134482
134499,CHILDRENS WARD,1,144183,134482
134500,CLINIC,1,134482,134482
134501,CONVALESCENT HOME,1,134482,134482
134502,CONVALESCENT HOSPITAL,1,134530,134482
134504,COTTAGE HOSPITAL,1,134530,134482
134505,CUBICLE BLOCK,1,135138,134482
134506,DAY HOSPITAL,1,134530,134482
134507,DAYROOM BLOCK,1,135138,134482
134509,DENTAL DEPARTMENT,1,135139,134482
134510,DENTAL HOSPITAL,1,135140,134482
134511,DISCHARGE BLOCK,1,135138,134482
134512,DISINFECTOR HOUSE,1,134482,134482
134513,DISPENSARY,1,134482,134482
134515,EAR HOSPITAL,1,135140,134482
134516,EAR NOSE AND THROAT DEPARTMENT,1,135139,134482
134517,EAR NOSE AND THROAT HOSPITAL,1,135140,134482
134518,EMERGENCY WARD BLOCK,1,135138,134482
134519,HOSPITAL FOR EPILEPTICS,1,135140,134482
134520,EYE DEPARTMENT,1,135139,134482
134521,EYE HOSPITAL,1,135140,134482
134522,EYE AND EAR HOSPITAL,1,135140,134482
134523,FOOT HOSPITAL,1,135140,134482
134524,ORPHANAGE,1,134497,134482
134525,GENERAL HOSPITAL,1,134530,134482
134526,GERIATRIC HOSPITAL,1,135140,134482
134528,HEART HOSPITAL,1,135140,134482
134529,HOMOEOPATHIC HOSPITAL,1,135140,134482
134530,HOSPITAL,1,134482,134482
134531,HOSPITAL BUILDING,1,134482,134482
134532,HOSPITAL FOR FISTULA AND RECTAL DISEASES,1,135140,134482
134534,HOSPITAL FOR URINARY DISEASES,1,135140,134482
134535,WORKHOUSE,1,134482,134482
134536,HYDROPATHIC INSTITUTE,1,134530,134482
134537,INCURABLES HOSPITAL,1,134530,134482
134538,INFIRMARY,1,134482,134482
134539,ISOLATION BLOCK,1,135138,134482
134540,LEPER HOSPITAL,1,135140,134482
134541,MATERNITY HOSPITAL,1,135140,134482
134542,MATERNITY BLOCK,1,135138,134482
134543,MATERNITY CLINIC,1,134500,134482
134544,MINERAL WATER HOSPITAL,1,135140,134482
134546,NEPHROLOGY HOSPITAL,1,135140,134482
134548,NEUROLOGY HOSPITAL,1,135140,134482
134549,NURSERY,1,134482,134482
134550,NURSES TRAINING SCHOOL,1,134482,134482
134551,MEDICAL COLLEGE,1,134482,134482
134552,NURSING HOME,1,134482,134482
134553,OCCUPATIONAL THERAPY UNIT,1,134482,134482
134554,OPERATING THEATRE,1,134482,134482
134555,ORTHODONTICS DEPARTMENT,1,135139,134482
134556,ORTHOPAEDIC DEPARTMENT,1,135139,134482
134557,ORTHOPAEDIC HOSPITAL,1,135140,134482
134558,OUTPATIENTS DEPARTMENT,1,135139,134482
134559,PATHOLOGY DEPARTMENT,1,135139,134482
134560,PATIENTS VILLA,1,134482,134482
134561,PAVILION WARD BLOCK,1,135138,134482
134562,PHYSIOTHERAPY DEPARTMENT,1,135139,134482
134565,RADIUM INSTITUTE,1,134482,134482
134566,RECEIVING BLOCK,1,134482,134482
134567,ROYAL AIR FORCE HOSPITAL,1,134530,134482
134568,SANATORIUM,1,134530,134482
134569,SEA BATHING HOSPITAL,1,135140,134482
134570,SKIN DISEASE HOSPITAL,1,135140,134482
134571,STONE BREAKING YARD,1,133065,133065
134572,TEACHING HOSPITAL,1,134530,134482
134573,TUBERCULOSIS CHALET,1,134482,134482
134574,VENEREAL DISEASE UNIT,1,134482,134482
134575,WARD BLOCK,1,135138,134482
134576,WOMENS HOSPITAL,1,135140,134482
134577,WOMEN AND CHILDRENS HOSPITAL,1,135140,134482
134578,BATH HOUSE,1,134482,134482
134579,COMMUNITY CENTRE,1,133065,133065
134580,CRECHE,1,134549,134482
134581,DOGS HOME,1,135141,134482
134582,HOMELESS HOSTEL,1,134482,134482
134583,LEECH HOUSE,1,134482,134482
134584,PHARMACY,1,134482,134482
134585,PLAGUE STONE,1,134482,134482
134586,PUBLIC CONVENIENCE,1,134482,134482
134587,PUMP ROOMS,1,134482,134482
134588,SCHOOL CLINIC,1,134500,134482
134589,WASH HOUSE,1,134482,134482
134590,SOUP KITCHEN,1,134482,134482
134591,SPA HOTEL,1,134482,134482
134592,SPA PAVILION,1,134482,134482
134593,SPA,1,134482,134482
134594,VETERINARY HOSPITAL,1,135141,134482
134595,SEA DEFENCES,1,133420,133420
134596,BREAKWATER,1,134595,133420
134598,GROYNE,1,134595,133420
134599,MOLE,1,134595,133420
134600,DOCK AND HARBOUR INSTALLATION,1,133420,133420
134601,BUOY STORE,1,134600,133420
134602,CAMBER,1,134264,134198
134603,COAL DROP,1,135242,134198
134604,GRAIN ELEVATOR,1,135242,134198
134607,CUSTOMS LOOKOUT,1,134600,133420
134609,DOCK,1,134600,133420
134610,DRY DOCK,1,134609,133420
134611,WET DOCK,1,134609,133420
134613,DRAW DOCK,1,134609,133420
134614,FLOATING DOCK,1,134609,133420
134615,HALF TIDE DOCK,1,134609,133420
134616,DOCKYARD RAILWAY,1,134600,133420
134617,DOCK BASIN,1,134600,133420
134618,DOCK FLOOR,1,134600,133420
134620,DOCK SILL,1,134600,133420
134621,GATEMANS HUT,1,135290,135088
134622,HARBOUR,1,134600,133420
134623,FLOATING HARBOUR,1,134622,133420
134624,KEEL BLOCK,1,134600,133420
134625,LABOURERS SHELTER,1,131858,143383
134626,MARINA,1,134600,133420
134627,PORT,1,134600,133420
134628,CANAL PORT,1,134627,133420
134629,RIVER PORT,1,134627,133420
134630,SEAPORT,1,134627,133420
134631,PROMENADE,1,134600,133420
134632,SEA TERMINAL,1,134600,133420
134633,FERRY TERMINAL,1,134632,133420
134634,HOVERCRAFT TERMINAL,1,134632,133420
134635,OCEAN LINER TERMINAL,1,134632,133420
134636,STEAM CRANE,1,135507,134198
134637,COALING CRANE,1,135507,134198
134638,TREADWHEEL CRANE,1,135507,134198
134639,GANTRY CRANE,1,135507,134198
134640,HAND CRANE,1,135507,134198
134641,JIB CRANE,1,135507,134198
134642,LUFFING CRANE,1,135507,134198
134643,MOVING CRANE,1,135507,134198
134644,MOVING QUAY CRANE,1,134643,134198
134645,QUAY CRANE,1,135507,134198
134646,MOVING QUAY CRANE,1,134645,134198
134647,FIXED QUAY CRANE,1,134645,134198
134650,TRAVELLING CRANE,1,135507,134198
134652,WALL CRANE,1,135507,134198
134653,CRANE HOUSE,1,134198,134198
134654,CRANEWHEEL,1,135242,134198
134655,DERRICK,1,135507,134198
134656,HOIST,1,135242,134198
134657,TEAGLE,1,134656,134198
134658,WINCH,1,135242,134198
134659,ELECTRIC WINCH,1,134658,134198
134660,STEAM WINCH,1,135435,132062
134661,LANDING POINT,1,133420,133420
134662,BERTH,1,134661,133420
134663,CONTAINER BERTH,1,134662,133420
134664,OIL FUEL BERTH,1,134662,133420
134665,JETTY,1,134661,133420
134666,COAL JETTY,1,134665,133420
134667,LANDING HOUSE,1,134661,133420
134668,LANDING STEPS,1,134661,133420
134669,LANDING STAGE,1,134661,133420
134670,PIER,1,134661,133420
134671,LANDING PIER,1,134670,133420
134672,QUAY,1,134661,133420
134674,STAITHE,1,134661,133420
134675,WHARF,1,134661,133420
134676,BOAT HOUSE,1,134600,133420
134677,GRIDIRON,1,134678,133420
134678,MARINE ENGINEERING WORKS,1,135136,133420
134679,MARINE WORKSHOP,1,135136,133420
134680,MAST HOUSE,1,134679,133420
134681,MAST POND,1,135136,133420
134682,MOULD LOFT,1,134679,133420
134683,PLATE RACK,1,134678,133420
134684,PLATERS SHOP,1,132448,132062
134685,SAIL LOFT,1,134679,133420
134686,SHIP REPAIR WORKS,1,135136,133420
134687,SHIPHOUSE FRAME,1,134678,133420
134688,SHIPWRIGHTS WORKSHOP,1,134679,133420
134689,SHIPYARD,1,135136,133420
134690,SLIP SHED,1,134679,133420
134691,MARITIME HOUSE,1,135169,131528
134692,BARRACKS,1,144323,131528
134693,COASTGUARDS COTTAGE,1,134691,131528
134694,DOCK WORKERS COTTAGE,1,134691,131528
134696,FISHERMANS HOUSE,1,134691,131528
134698,LIGHTKEEPERS HOUSE,1,134691,131528
134699,NAVAL OFFICERS HOUSE,1,134691,131528
134701,MASTER ROPEMAKERS HOUSE,1,134691,131528
134702,ORDNANCE STOREKEEPERS HOUSE,1,134691,131528
134703,PORT ADMIRALS HOUSE,1,134691,131528
134704,PIERMASTERS HOUSE,1,134691,131528
134705,MARINERS COTTAGE,1,134691,131528
134706,MARITIME OFFICE,1,133420,133420
134707,CUSTOM HOUSE,1,134706,133420
134708,DOCKMASTERS OFFICE,1,134706,133420
134709,EXCISE OFFICE,1,134706,133420
134711,PAY OFFICE,1,133160,133154
134712,PILOT OFFICE,1,134706,133420
134713,PORT AUTHORITY OFFICE,1,134706,133420
134714,MILITARY COASTAL DEFENCES,1,133420,133420
134715,LOCK HOSPITAL,1,135140,134482
134716,MARTELLO TOWER,1,136814,133297
134717,MISSION HALL,1,133667,133667
134718,MISSION HALL,1,134482,134482
134719,BATHS,1,134482,134482
134720,COASTAL BATTERY,1,134714,133420
134721,SALUTING BATTERY,1,134714,133420
134722,SAXON SHORE FORT,1,134714,133420
134723,SALT BATHS,1,134719,134482
134724,THERMAL BATHS,1,134719,134482
134725,CAPSTAN,1,134600,133420
134726,CAPSTAN HOUSE,1,134600,133420
134727,MOORING BOLLARD,1,134600,133420
134729,DOLPHIN,1,134600,133420
134730,FAIRLEAD,1,134600,133420
134731,PITHEAD BATHS,1,134719,134482
134732,TURKISH BATHS,1,134719,134482
134733,SLIPPER BATHS,1,134719,134482
134734,PUBLIC WASH HOUSE,1,134589,134482
134735,MINERAL BATHS,1,134719,134482
134736,NAVAL COLLEGE,1,133420,133420
134737,PRIVY HOUSE,1,144725,134417
134738,ALMONRY,1,134482,134482
134739,ELEANOR CROSS,1,133755,133667
134740,PLACE OF WORSHIP,1,133667,133667
134742,CHAMBERED LONG BARROW,1,133770,133667
134743,BOWL BARROW,1,133778,133667
134744,MAUSOLEUM,1,202705,133667
134745,FOUR POSTER STONE CIRCLE,1,133982,133667
134746,NAVAL OFFICERS MESS,1,133380,133297
134747,BOAT STORE,1,134600,133420
134749,BLOCK MILL,1,134679,133420
134750,SLIPWAY,1,133420,133420
134751,ORDNANCE YARD,1,135063,133297
134753,NAVIGATION AID,1,133420,133420
134755,REFUGE BEACON,1,134753,133420
134756,SEA BEACON,1,134753,133420
134757,COAST LIGHT,1,134753,133420
134758,COASTGUARD TOWER,1,134753,133420
134759,COASTGUARD STATION,1,134753,133420
134760,LANDMARK TOWER,1,134753,133420
134761,LIFEBOAT STATION,1,134753,133420
134762,LIGHTHOUSE,1,134753,133420
134763,TIMEBALL TOWER,1,134753,133420
134764,HIGH LIGHT,1,134762,133420
134765,LOW LIGHT,1,134762,133420
134766,SEAMENS CHURCH,1,133420,133420
134767,WATER REGULATION INSTALLATION,1,133420,133420
134768,CULVERT,1,134767,133420
134769,DOCK BASIN,1,134767,133420
134770,GAUGE HOUSE,1,134767,133420
134771,LOCK,1,134767,133420
134774,LOCK CHAMBER,1,134767,133420
134775,LOCK SILL,1,134767,133420
134776,LOCK GATE,1,134767,133420
134778,SLUICE,1,134767,133420
134779,TIDAL BASIN,1,134767,133420
134780,TIDAL DOOR,1,134767,133420
134782,TIDE GAUGE,1,134767,133420
134783,DOCK GATE,1,134767,133420
134843,FLOATING CRANE,1,132431,132062
134933,REFUSE DISPOSAL SITE,1,135629,132062
134938,PSYCHIATRIC WARD BLOCK,1,135138,134482
134939,HOSPICE,1,134482,134482
134940,PERFUMERY,1,133254,133154
134941,PERFUMERY,1,135390,132062
134942,SERVICE STATION,1,135247,134198
134943,WINE LODGE,1,133249,133154
134944,EXCHANGE,1,133154,133154
134946,EATING AND DRINKING ESTABLISHMENT,1,133154,133154
134948,FISH AND CHIP SHOP,1,134946,133154
134949,PIE AND MASH SHOP,1,135323,133551
134950,BEER HOUSE,1,134963,133154
134951,COACHING INN,1,133227,133154
134952,DROVERS INN,1,133227,133154
134953,BONDED WAREHOUSE,1,133268,133154
134954,FISH WAREHOUSE,1,133268,133154
134955,GRAIN WAREHOUSE,1,133268,133154
134956,LEATHER WAREHOUSE,1,133268,133154
134957,RAILWAY WAREHOUSE,1,183932,133154
134958,RUM WAREHOUSE,1,134953,133154
134959,TEA WAREHOUSE,1,133268,133154
134960,TEXTILE WAREHOUSE,1,133268,133154
134961,TOBACCO WAREHOUSE,1,134953,133154
134963,LICENSED PREMISES,1,134946,133154
134964,GIN PALACE,1,134963,133154
134965,WINE BAR,1,134963,133154
134966,EXHIBITION HALL,1,133154,133154
134967,EATING HOUSE,1,134946,133154
134968,MOTOR VEHICLE SHOWROOM,1,133258,133154
134969,BACK HOUSE,1,134006,134003
134970,BACKYARD,1,131528,131528
134971,INDUSTRIAL HOUSE,1,135169,131528
134972,APPRENTICE HOUSE,1,134971,131528
134974,FOREMANS HOUSE,1,134971,131528
134975,FRAMEWORK KNITTERS COTTAGE,1,133036,132062
134976,HOSIERS COTTAGE,1,135391,132062
134977,LACEMAKERS COTTAGE,1,134971,131528
134978,MANAGERS HOUSE,1,135169,131528
134980,MILL HOUSE,1,134971,131528
134982,NAILERS ROW,1,131730,131528
134983,WEAVERS COTTAGE,1,135392,132062
134984,WOODWORKERS HUT,1,131554,131528
134989,STEWARDS HOUSE,1,135169,131528
134992,QUASI AISLED HOUSE,1,131537,131528
134993,BACK TO EARTH HOUSE,1,131754,131528
134994,WEALDEN HOUSE,1,131676,131528
134995,SINGLE ENDED WEALDEN HOUSE,1,134994,131528
134996,MULTIPLE DWELLING,1,134997,131528
134997,DWELLING,1,131528,131528
134998,PALACE,1,134997,131528
134999,ENCLOSED HUT CIRCLE SETTLEMENT,1,131668,131528
135001,PALISADED HILLTOP ENCLOSURE,1,191964,131528
135003,UNENCLOSED HUT CIRCLE SETTLEMENT,1,131702,131528
135006,GARDEN VILLAGE,1,202709,131528
135007,MODEL SETTLEMENT,1,131653,131528
135008,RESORT VILLAGE,1,135007,131528
135009,UTOPIAN COMMUNITY VILLAGE,1,135007,131528
135010,WORKERS VILLAGE,1,135007,131528
135011,RESIDENTIAL BUILDING,1,131528,131528
135012,ALMSHOUSE,1,135011,131528
135013,CONVALESCENT HOME,1,135011,131528
135014,COTTAGE HOME,1,135017,131528
135016,NURSING HOME,1,135011,131528
135017,CHILDRENS HOME,1,135011,131528
135018,NURSES HOSTEL,1,135011,131528
135019,SERVICES HOME,1,135011,131528
135020,HOSTEL,1,135011,131528
135021,CHRISTIAN ASSOCIATION HOSTEL,1,135020,131528
135022,DOCTORS HOSTEL,1,135020,131528
135023,HOMELESS HOSTEL,1,135020,131528
135024,YOUTH HOSTEL,1,135020,131528
135025,JAGGERS HOSTEL,1,135020,131528
135026,WORKERS HOSTEL,1,135020,131528
135027,HOTEL,1,135011,131528
135028,GRAND HOTEL,1,135027,131528
135029,RAILWAY HOTEL,1,135027,131528
135030,SPA HOTEL,1,135027,131528
135031,TEMPERANCE HOTEL,1,135027,131528
135032,INN,1,135011,131528
135033,COACHING INN,1,135032,131528
135034,DROVERS INN,1,135032,131528
135035,LODGINGS,1,135011,131528
135036,COLLEGE LODGINGS,1,135035,131528
135037,STABLEHANDS LODGINGS,1,135035,131528
135038,MOTEL,1,135027,131528
135040,WORKHOUSE,1,135011,131528
135041,LODGING HOUSE,1,135011,131528
135042,FISHERMENS FASTENER,1,133420,133420
135045,COOKHOUSE,1,131528,131528
135046,GLACIS,1,133355,133297
135047,MOTTE,1,133331,133297
135048,MULTIPLE ENCLOSURE FORT,1,131601,131528
135049,HILLTOP ENCLOSURE,1,133349,133297
135050,VEXILLATION FORT,1,133348,133297
135051,FORTRESS,1,133297,133297
135052,MILECASTLE,1,133344,133297
135053,MILEFORTLET,1,133344,133297
135055,TOWN WALL,1,133337,133297
135056,TOWN GATE,1,133337,133297
135058,BREASTWORK,1,133351,133297
135059,BUTTS,1,136820,133297
135060,TOWER HOUSE,1,133356,133297
135061,HORNWORK,1,133355,133297
135062,BASTION OUTWORK,1,133321,133297
135063,ARMAMENT DEPOT,1,139312,133297
135064,MULTIPLE ENCLOSURE FORT,1,133341,133297
135065,COMMEMORATIVE,1,,135065
135066,BATTLEFIELD,1,135065,135065
135067,COMMEMORATIVE MONUMENT,1,135065,135065
135068,ANIMAL MEMORIAL,1,135067,135065
135069,CENOTAPH,1,135067,135065
135070,COAT OF ARMS,1,135067,135065
135071,COMMEMORATIVE BRASS,1,135067,135065
135072,COMMEMORATIVE STONE,1,135067,135065
135073,CENTURIAL STONE,1,135072,135065
135074,CORONATION STONE,1,133667,133667
135075,DATE STONE,1,135072,135065
135076,DEDICATION STONE,1,135072,135065
135077,EFFIGY,1,135067,135065
135078,ELEANOR CROSS,1,135067,135065
135080,NAMED TREE,1,135067,135065
135082,PLAGUE MEMORIAL,1,135067,135065
135083,QUADRIGA,1,136588,131783
135084,ROSTRAL COLUMN,1,135067,135065
135085,TRIUMPHAL ARCH,1,135067,135065
135086,WAR MEMORIAL,1,135067,135065
135087,HISTORICAL SITE,1,135065,135065
135088,UNASSIGNED,1,,135088
135089,ARCH,1,143383,143383
135091,PLAQUE,1,135067,135065
135092,PEN,1,134003,134003
135093,BIELD,1,134003,134003
135095,CLEARANCE CAIRN,1,134003,134003
135096,CAIRNFIELD,1,135095,134003
135097,WOOD,1,135681,134003
135098,FOOD AND DRINK PROCESSING SITE,1,134006,134003
135099,HEMMEL,1,134006,134003
135100,FARM BUILDING,1,134006,134003
135101,SHED,1,135290,135088
135102,FISHING SITE,1,134003,134003
135104,SHOPPING PARADE,1,133154,133154
135105,TEA ROOM,1,134946,133154
135106,GATEHOUSE,1,135290,135088
135107,GATE TOWER,1,133355,133297
135108,MILITARY COLLEGE,1,136820,133297
135109,ARTILLERY SCHOOL,1,135189,133422
135110,SEMAPHORE STATION,1,136818,133297
135111,AIRCRAFT OBSTRUCTION,1,136812,133297
135112,TRANSPORT WORKERS HOUSE,1,135169,131528
135113,SQUATTERS COTTAGE,1,135169,131528
135114,HEALTH WORKERS HOUSE,1,135169,131528
135115,INNS OF CHANCERY,1,135164,133065
135116,INNS OF COURT,1,135164,133065
135117,ASSEMBLY HALL,1,135120,133065
135118,LOCK UP,1,133075,133065
135119,PUNISHMENT PLACE,1,135164,133065
135120,MEETING HALL,1,133139,133065
135121,ASSEMBLY ROOMS,1,133139,133065
135122,ASSEMBLY ROOMS,1,133551,133551
135123,MAYORS RESIDENCE,1,135011,131528
135124,MAYORS RESIDENCE,1,133065,133065
135125,PRISON HULK,1,133075,133065
135128,FARMHOUSE,1,135100,134003
135130,DEER POUND,1,134013,134003
135132,OFFICE,1,135290,135088
135134,COLOUR LOFT,1,134679,133420
135135,HOOP HOUSE,1,134679,133420
135136,MARINE CONSTRUCTION SITE,1,133420,133420
135138,HOSPITAL BLOCK,1,134482,134482
135139,HOSPITAL DEPARTMENT,1,134482,134482
135140,SPECIALIST HOSPITAL,1,134530,134482
135141,ANIMAL WELFARE SITE,1,134482,134482
135142,INFECTIOUS DISEASES HOSPITAL,1,135140,134482
135147,SEA MARK,1,134753,133420
135148,NET HOUSE,1,133420,133420
135149,NET LOFT,1,133420,133420
135150,SCAVELLMANS CABIN,1,133420,133420
135151,NAVAL STOREHOUSE,1,133420,133420
135152,CONTAINER TERMINAL,1,134632,133420
135153,MARTELLO TOWER,1,134714,133420
135154,REFECTORY,1,143763,135088
135155,ROMAN CATHOLIC CEMETERY,1,133832,133667
135156,BEAR PIT,1,133561,133551
135157,BUTTS,1,135327,133551
135158,ARCHERY BUTTS,1,135157,133551
135159,RIFLE BUTTS,1,135157,133551
135160,RECREATIONAL HALL,1,133551,133551
135162,HULL,1,134006,134003
135163,WOOL WAREHOUSE,1,133268,133154
135164,LEGAL SITE,1,133065,133065
135166,WINE CELLAR,1,133154,133154
135167,QUADRANGULAR CASTLE,1,131576,143383
135168,QUADRANGULAR CASTLE,1,133331,133297
135169,HOUSE,1,134997,131528
135170,GARDEN ORNAMENT,1,131783,131783
135171,STREET FURNITURE,1,131783,131783
135172,URBAN SPACE,1,131783,131783
135173,WAYSIDE PUMP,1,135171,131783
135174,FOLLY,1,131811,131783
135175,DUTY POST,1,190378,131783
135176,SECULAR HALL,1,133542,133551
135177,CLUB,1,133551,133551
135178,BEACON,1,135195,133272
135179,LIGHTHOUSE,1,135195,133272
135180,RAILWAY SIGNAL,1,135195,133272
135181,SIGNAL BOX,1,135195,133272
135182,SIGNAL STATION,1,135195,133272
135183,TRAFFIC LIGHTS,1,135195,133272
135184,SEMAPHORE STATION,1,135195,133272
135185,TELECOMMUNICATION STRUCTURE,1,133272,133272
135186,RADIO STATION,1,135641,133272
135187,POST BOX,1,135321,133272
135188,TRAINING COLLEGE,1,173865,133422
135189,TRAINING SCHOOL,1,133423,133422
135190,MAIL BAG NET,1,135321,133272
135191,PILLAR BOX,1,135187,133272
135192,AIRSHIP STATION,1,135239,134198
135193,POST OFFICE,1,135321,133272
135194,SORTING OFFICE,1,135321,133272
